geneName	h1_T0	h1_T12	h2_T0	h2_T12
NDRG1	1473	959	1484	1288
NDRG2	17	4	3	8
NDRG3	349	209	307	241
NDRG4	31	7	11	14
NDST1	6340	6589	6018	3581
NDST2	203	137	278	161
NDST3	2	1	0	0
NDST4	0	0	0	0
NDUFA10	168	163	146	231
NDUFA11	0	0	0	0
NDUFA12	172	264	220	230
NDUFA6	255	370	252	447
NDUFA7	66	59	78	113
NDUFA8	301	398	283	495
NDUFAF3	225	289	332	527
NDUFAF4	11	32	8	12
NDUFB10	91	110	109	215
NDUFB11	230	229	245	431
NDUFB2	408	568	468	983
NDUFB4	58	64	60	68
NDUFB5	319	302	283	316
NDUFB6	163	268	194	337
NDUFB7	209	243	298	527
NDUFB9	209	271	248	543
NDUFS1	464	682	360	579
NDUFS2	269	360	308	445
NDUFS3	356	499	364	687
NDUFS4	342	331	526	230
NDUFS7	56	61	75	112
NDUFS8	100	144	156	270
NDUFV1	484	485	436	662
NDUFV3	97	172	91	179
NEBL	0	0	0	0
NECAB1	1	0	0	0
NECAB2	0	1	2	1
NECAB3	88	100	93	135
NECAP1	48	79	34	60
NECAP2	633	919	619	1108
NEDD1	275	377	217	127
NEDD4	200	650	148	189
NEDD4L	35	24	15	19
NEDD9	170	147	231	95
NEFH	2	3	1	6
NEFM	0	135	4	90
NEGR1	291	220	288	104
NEIL1	28	6	34	12
NEIL3	11	5	4	2
NEK1	361	300	162	100
NEK10	71	127	27	36
NEK11	149	84	89	50
NEK2	1	3	4	2
NEK3	65	68	54	43
NEK5	4	0	0	0
NEK6	912	848	553	734
NEK7	6539	6469	6585	2443
NEK8	47	27	32	26
NEK9	1196	928	1017	712
NELF	348	418	306	587
NELL1	0	0	0	0
NELL2	0	0	0	0
NENF	340	324	428	752
NEO1	526	145	597	224
NES	179	611	256	608
NET1	135	1297	41	332
NETO1	0	0	1	0
NETO2	16	73	23	122
NEU1	422	330	239	366
NEU2	0	0	0	0
NEU3	53	54	35	61
NEURL	0	0	2	0
NEURL1B	1	1	1	0
NEURL2	15	12	18	12
NEURL4	232	264	174	231
NEUROD1	0	0	0	0
NEUROD2	0	0	3	0
NEUROD4	0	0	0	0
NEUROD6	0	0	0	0
NEUROG1	0	0	0	0
NEUROG2	0	0	0	0
NEXN	487	380	718	346
NF1	757	551	535	271
NF2	634	1042	702	786
NFAM1	0	0	0	0
NFASC	1994	2000	1551	1349
NFAT5	2398	1392	1070	442
NFATC1	74	34	72	43
NFATC2	16	83	30	73
NFATC3	414	320	251	215
NFATC4	1714	245	1844	401
NFE2	6	0	0	0
NFE2L1	7130	5109	5979	4182
NFE2L2	1424	1012	1234	627
NFE2L3	7	16	8	2
NFIA	26	9	13	15
NFIB	109	22	10	6
NFIC	278	237	257	294
NFIL3	283	869	175	1080
NFIX	896	413	1022	654
NFKB1	352	441	388	505
NFKB2	128	165	106	212
NFKBIA	147	232	136	359
NFKBIB	119	172	111	164
NFKBID	12	12	14	12
NFKBIE	44	33	22	40
NFKBIL1	193	114	188	145
NFKBIZ	121	72	84	38
NFRKB	172	151	165	145
NFS1	149	206	141	184
NFU1	16	14	6	16
NFXL1	79	123	58	69
NFYA	130	183	109	150
NFYC	93	88	86	114
NGB	0	0	0	0
NGDN	145	182	136	161
NGEF	20	25	5	5
NGF	229	315	366	866
NGFR	2	14	36	172
NGLY1	187	328	167	244
NHEJ1	4	1	1	0
NHLH1	2	0	3	1
NHLH2	0	0	0	0
NHLRC1	23	35	23	26
NHLRC2	443	337	254	109
NHS	63	85	32	75
NHSL1	32	15	109	20
NHSL2	44	18	22	11
NICN1	143	56	106	34
NID1	1921	1754	1922	2199
NID2	371	324	133	236
NIF3L1	103	137	83	148
NIN	769	775	439	313
NINJ1	239	124	255	125
NINJ2	0	0	1	5
NINL	98	20	88	11
NIPA1	263	225	198	126
NIPA2	481	1051	442	700
NIPAL1	4	10	2	3
NIPAL2	336	152	291	66
NIPAL3	1756	1938	1240	1601
NIPAL4	0	0	0	0
NIPBL	814	759	467	252
NIPSNAP1	240	235	265	234
NIPSNAP3A	101	93	78	59
NIPSNAP3B	32	6	13	3
NISCH	1214	530	983	533
NIT1	207	160	197	195
NIT2	121	168	135	135
NKAIN1	1	7	2	9
NKAIN2	1	0	0	0
NKAIN3	0	0	0	0
NKAIN4	0	0	1	0
NKAP	56	66	65	29
NKD1	0	1	0	0
NKD2	0	0	0	0
NKG7	1	0	0	0
NKIRAS1	256	161	255	111
NKIRAS2	432	637	443	751
NKPD1	1	0	3	1
NKRF	93	164	90	126
NKTR	1814	1247	1008	308
NKX2-1	0	0	0	0
NKX2-3	0	0	0	0
NKX2-4	0	0	0	0
NKX2-5	0	0	0	1
NKX2-6	12	18	0	7
NKX3-1	31	425	16	310
NKX3-2	1	1	1	0
NKX6-1	0	1	0	0
NKX6-2	0	0	0	0
NKX6-3	0	0	0	0
NLE1	115	217	108	273
NLGN1	219	76	86	16
NLGN2	699	353	583	356
NLN	430	1000	324	630
NLRC3	2	0	0	0
NLRC4	8	5	5	4
NLRP10	17	12	4	0
NLRP11	0	0	0	0
NLRP13	0	0	0	0
NLRP14	1	0	0	0
NLRP2	0	0	0	0
NLRP3	0	0	0	0
NLRP4	0	0	0	0
NLRP5	0	0	0	0
NLRP6	0	0	0	0
NLRP7	0	0	0	0
NLRP8	0	0	0	0
NLRX1	261	156	342	211
NMBR	0	0	1	0
NMD3	80	166	67	59
NME3	41	22	28	38
NME4	702	872	1117	1837
NME6	94	139	72	130
NME7	120	140	169	80
NME9	0	0	0	0
NMI	74	36	51	7
NMNAT1	18	28	17	36
NMNAT2	12	15	1	1
NMNAT3	0	0	0	0
NMRAL1	107	84	84	147
NMS	0	0	0	0
NMT1	424	590	383	574
NMT2	193	230	190	191
NMUR2	0	0	0	0
NNMT	2631	1636	2375	2604
NNT	594	428	429	248
NOA1	112	80	69	53
NOBOX	0	0	0	0
NOC3L	150	430	114	191
NOD1	79	53	60	46
NOD2	2	0	2	0
NODAL	2	1	2	0
NOG	24	98	17	93
NOL10	173	453	174	358
NOL12.1	37	88	61	106
NOL4	0	0	0	0
NOL6	273	862	201	660
NOL7	319	547	345	382
NOL8	145	145	67	77
NOL9	35	78	36	54
NOLC1	430	1551	354	1234
NONO	274	377	264	330
NOP14	277	587	209	536
NOP16	149	516	251	682
NOP2	199	592	188	613
NOP56	309	1026	313	1178
NOP58	152	458	106	140
NOS1	0	0	0	0
NOS1AP	1	0	0	0
NOS2	1	0	0	0
NOS3	2	2	2	1
NOSIP	142	186	144	346
NOSTRIN	2	2	0	1
NOTCH1	264	127	211	80
NOTCH3	770	896	517	490
NOTCH4	6	3	6	3
NOTUM	0	0	0	0
NOV	326	136	270	75
NOVA1	24	9	7	3
NOVA2	0	0	0	0
NOX3	0	0	0	0
NOX4	3	2	1	2
NOXA1	15	1	15	0
NOXO1	6	8	2	7
NOXRED1	3	3	4	1
NPAS1	32	166	40	270
NPAS2	165	270	145	354
NPAS3	19	7	14	4
NPAS4	4	2	8	7
NPAT	262	240	106	79
NPC1	461	432	345	365
NPC1L1	0	0	0	0
NPC2	890	657	534	565
NPDC1	333	330	311	353
NPEPL1	87	27	73	15
NPEPPS	783	575	504	414
NPFF	13	5	10	1
NPFFR1	0	0	0	0
NPFFR2	0	0	0	0
NPHP1	94	33	49	24
NPHP3	837	562	566	313
NPHS2	0	0	0	0
NPL	10	14	3	9
NPLOC4	928	1019	815	951
NPM2	3	0	0	0
NPM3	72	183	89	448
NPNT	14	6	4	1
NPPA	0	1	2	0
NPPC	0	2	0	1
NPR1	1	1	1	1
NPR2	681	176	605	181
NPR3	153	361	115	202
NPRL2	105	120	87	123
NPRL3	460	494	471	824
NPS	0	0	0	0
NPSR1	0	0	0	0
NPTN	1701	1904	2100	1711
NPTX1	3	52	1	39
NPTX2	1	10	0	10
NPTXR	330	237	226	173
NPVF	0	0	0	0
NPY	0	0	0	0
NPY1R	0	1	0	1
NPY2R	0	0	0	0
NPY5R	0	0	0	0
NQO1	2039	2268	1224	1250
NQO2	214	192	270	356
NR0B1	42	8	0	4
NR0B2	0	0	0	0
NR1D1	196	140	246	122
NR1D2	491	240	490	71
NR1H2	354	241	356	375
NR1H3	45	11	36	28
NR1H4	0	0	0	0
NR1I2	0	0	0	0
NR1I3	49	71	45	80
NR2C1	164	150	136	73
NR2C2	204	209	167	158
NR2C2AP	90	138	98	195
NR2E1	0	0	0	0
NR2F1	132	233	150	247
NR2F2	275	651	182	259
NR2F6	44	47	39	57
NR3C1	2954	3231	2177	2084
NR3C2	24	21	11	5
NR4A1	159	158	192	648
NR4A2	27	37	6	107
NR4A3	19	48	24	221
NR5A2	1	7	0	6
NR6A1	0	0	2	1
NRAP	1	0	0	0
NRAS	478	1258	449	988
NRBF2	28	31	34	37
NRBP1	990	1587	1022	1946
NRBP2	155	69	132	42
NRCAM	259	218	206	74
NRD1	1199	2037	788	1212
NRG1	946	1293	459	691
NRG2	1	0	0	1
NRG3	0	0	0	0
NRG4	13	6	4	2
NRGN	0	1	0	0
NRIP1	401	563	200	150
NRIP2	3	0	2	1
NRIP3	40	117	23	64
NRK	0	0	0	0
NRL	11	7	7	8
NRN1	852	790	1954	2247
NRN1L	1	0	0	0
NRP1	2342	3423	1073	2187
NRP2	280	412	181	317
NRSN1	0	0	0	0
NRSN2	479	485	532	724
NRTN	0	0	0	0
NRXN2	38	61	11	14
NSA2	60	93	56	35
NSD1	737	563	441	316
NSDHL	149	137	160	217
NSF	477	862	297	587
NSFL1C	439	549	440	619
NSG1.1	4	7	4	4
NSL1	187	163	159	148
NSMAF	500	301	301	267
NSMCE1	187	201	204	346
NSMCE2	54	42	45	54
NSMCE4A	94	82	83	54
NSRP1	20	12	7	6
NSUN2	281	780	315	652
NSUN3	20	42	17	17
NSUN4	94	133	92	161
NSUN6	60	86	44	29
NSUN7	1	0	0	0
NT5C	42	74	47	97
NT5C1A	0	0	0	0
NT5C2	992	806	754	549
NT5C3L	282	282	249	315
NT5DC1	44	21	27	11
NT5DC2	257	390	191	525
NT5DC3	33	58	14	33
NT5DC4	1	2	1	0
NT5E	1226	3661	1747	3049
NT5M	9	3	10	7
NTAN1	9	6	13	11
NTF3	229	135	284	184
NTF4	0	12	2	4
NTHL1	43	12	33	47
NTM	167	571	169	550
NTN1	10	14	13	39
NTN3	0	0	0	0
NTN4	466	131	142	32
NTN5	3	0	2	0
NTNG1	142	299	18	38
NTNG2	61	24	31	10
NTPCR	132	125	178	182
NTRK1	1	1	0	1
NTRK2	3	2	6	13
NTRK3	7	165	1	23
NTS	0	0	0	0
NTSR1	0	0	0	0
NTSR2	0	0	0	0
NUAK1	189	138	125	56
NUAK2	17	10	18	12
NUB1	679	503	621	416
NUBP1	33	62	47	94
NUBP2	89	138	101	226
NUBPL	27	30	13	23
NUCB1	1114	815	1339	1172
NUCB2	773	922	675	397
NUCKS1	3206	3338	2196	2313
NUDCD1	151	466	143	269
NUDCD3	929	1317	819	1492
NUDT1	65	75	74	121
NUDT11	47	52	57	58
NUDT12	74	67	53	34
NUDT13	20	22	27	21
NUDT14	40	18	24	23
NUDT16	114	131	110	174
NUDT16L1	37	29	24	21
NUDT17	98	104	98	110
NUDT18	101	101	133	214
NUDT21	85	154	61	102
NUDT22	160	228	171	333
NUDT3	193	218	207	272
NUDT4	548	629	520	569
NUDT5	179	179	122	131
NUDT6	976	2245	989	658
NUDT7	5	0	4	0
NUDT8	10	6	9	16
NUDT9	181	220	172	153
NUF2	7	5	2	1
NUFIP2	1326	2138	728	905
NUMA1	3362	1493	2614	1312
NUMB	765	955	664	770
NUMBL	156	97	103	94
NUP107	186	273	126	182
NUP133	399	447	310	326
NUP153	493	781	341	486
NUP155	129	266	96	149
NUP160	226	452	178	340
NUP188	448	767	394	568
NUP205	311	508	191	384
NUP210	1	1	2	0
NUP210L	0	0	3	0
NUP214	353	416	280	350
NUP35	10	43	15	22
NUP37	101	140	82	131
NUP54	241	461	260	372
NUP62CL	0	0	0	0
NUP85	128	210	119	232
NUP88	214	425	181	419
NUP93	144	341	148	303
NUP98	552	880	348	651
NUPL1	339	983	278	613
NUPL2	145	164	133	102
NUPR1	1845	490	1722	562
NUSAP1	14	13	10	6
NUTF2	287	515	289	703
NWD1	0	0	0	0
NXF1	418	502	378	407
NXF3	0	0	0	0
NXN	232	160	263	193
NXNL2	8	1	10	2
NXPH2	0	0	0	0
NXPH4	33	17	41	47
NXT1	46	141	51	254
NXT2	61	81	56	49
NYAP1	6	0	4	0
NYAP2	0	0	0	0
NYNRIN	53	4	47	11
NYX	0	0	0	0
O3FAR1	0	0	0	0
OAF	86	87	64	127
OAS1	3	1	1	2
OAS2	38	18	24	27
OASL	0	0	0	2
OAT	300	449	250	316
OAZ1	4207	4285	5828	7547
OAZ3	19	35	11	47
OBFC1	110	148	98	140
OBFC2A	1839	982	688	324
OCA2	0	0	0	0
OCEL1	42	28	62	60
OCIAD1	693	891	637	809
OCIAD2	26	15	2	15
OCLN	5	0	4	0
OCRL	540	767	462	601
ODAM	0	0	0	0
ODF1	0	0	0	0
ODF2	312	661	243	636
ODF2L	139	155	97	52
ODF3	0	1	0	0
ODF3L1	1	1	0	0
ODF4	0	0	0	0
ODZ1	1	0	0	0
ODZ3	272	362	157	173
OFCC1	0	0	0	0
OFD1	31	21	29	9
OGDH	574	626	608	666
OGFOD1	208	542	238	470
OGFOD2	109	118	91	122
OGFR	289	165	213	153
OGFRL1	129	194	68	43
OGG1	166	174	155	232
OGN	9	5	4	3
OIP5	3	0	3	3
OIT3	1	1	0	0
OLA1	164	286	150	226
OLFM1	30	53	76	90
OLFM2	407	704	397	1513
OLFM3	0	0	0	0
OLFM4	2	1	0	0
OLFML1	106	29	195	143
OLFML2A	187	45	287	196
OLFML2B	142	72	116	363
OLFML3	1661	1267	2129	1691
OLIG1	0	0	0	0
OLIG2	0	0	0	0
OLIG3	0	0	0	0
OLR1	17	17	14	2
OMD	94	32	132	43
OMG	1	4	0	0
ONECUT2	1	1	0	3
OOEP	0	0	0	1
OPA1	616	1025	392	442
OPALIN	0	0	0	0
OPCML	208	1420	37	710
OPHN1	23	28	26	20
OPN1SW	46	105	54	78
OPN3	326	115	164	42
OPN4	0	0	0	0
OPN5	0	0	0	0
OPRD1	0	0	0	1
OPRK1	0	0	0	0
OPRM1	0	0	0	0
OPTC	0	1	0	0
OPTN	1440	939	1059	559
OR10A6	5	3	1	0
OR10AB1P	0	0	1	0
OR10D3	0	0	0	0
OR10G3	0	0	0	0
OR10R2	0	0	0	0
OR10T2	0	0	0	0
OR10X1	0	0	0	0
OR10Z1	0	0	0	0
OR11H4	0	0	0	0
OR13A1	0	0	0	0
OR13C3	0	0	0	0
OR13C8	0	0	0	0
OR13D1	0	0	0	0
OR13G1	0	0	0	0
OR14J1	0	0	0	0
OR14K1	0	0	0	0
OR1A1	0	0	0	0
OR1D2	0	0	0	0
OR1Q1	10	0	21	7
OR2A2	0	0	0	0
OR2A25	0	0	0	0
OR2AE1	0	0	0	0
OR2AG2	0	0	0	0
OR2AP1	0	0	0	0
OR2AT4	0	0	0	0
OR2B11	0	0	0	0
OR2B3	0	0	0	0
OR2D3	0	0	0	0
OR2K2	0	0	0	0
OR2T1	0	0	0	0
OR2T6	0	0	0	0
OR2W1	0	0	0	0
OR2Y1	0	0	0	0
OR3A1	0	0	0	0
OR4B1	0	0	0	0
OR4D11	0	0	0	0
OR4D9	0	0	0	0
OR4F15	0	0	0	0
OR4F6	0	0	0	0
OR4K1	0	0	0	0
OR4K13	0	0	0	0
OR4K14	0	0	0	0
OR4K17	0	0	0	0
OR4K2	0	0	0	0
OR4N5	0	0	0	0
OR4X2	0	0	0	0
OR51A7	0	0	0	0
OR51E1	0	0	0	0
OR51E2	0	0	0	0
OR51I2	0	0	0	0
OR51M1	0	0	0	0
OR51T1	0	0	0	0
OR51V1	0	0	0	0
OR52A1	0	0	0	0
OR52E6	0	0	0	0
OR52H1	0	0	0	0
OR52J3	0	0	0	0
OR52M1	0	0	0	0
OR52N2	0	0	0	0
OR52W1	0	0	0	0
OR56A1	0	0	0	0
OR5AU1	0	0	0	0
OR5C1	0	0	0	0
OR5K3	0	0	0	0
OR5V1	0	0	0	0
OR6C4	0	0	0	0
OR6F1	0	0	0	0
OR6J1	0	0	0	0
OR6K6	0	0	0	0
OR6M1	0	0	0	0
OR6N1	0	0	0	0
OR6N2	0	0	0	0
OR6V1	0	0	0	0
OR6X1	0	0	0	0
OR6Y1	0	0	0	0
OR8A1	0	0	0	0
OR9A4	0	0	0	0
OR9K2	0	0	0	0
ORAI1	52	92	42	73
ORAI2	123	189	120	221
ORAI3	23	7	15	6
ORAOV1	924	3622	834	2429
ORC1	1	33	3	30
ORC2	127	167	83	126
ORC3	44	47	29	10
ORC4	143	138	123	59
ORC5	90	198	68	140
ORC6	1	21	4	20
ORMDL1	853	723	795	341
ORMDL2	69	145	97	185
ORMDL3	587	700	514	665
OS9	4564	3548	4414	3850
OSBP	691	1055	532	892
OSBP2	40	31	24	33
OSBPL10	33	8	43	12
OSBPL11	241	296	152	146
OSBPL1A	345	164	333	135
OSBPL2	193	188	194	199
OSBPL3	632	666	454	534
OSBPL6	63	150	65	105
OSBPL7	45	11	22	17
OSBPL8	1423	2089	634	573
OSBPL9	217	217	155	142
OSCP1	45	37	59	45
OSGEP	169	180	158	219
OSGEPL1	76	67	38	48
OSGIN1	85	37	81	42
OSGIN2	211	511	221	260
OSM	0	0	1	0
OSMR	1045	1137	758	656
OSR2	682	65	1713	205
OSTBETA.1	0	0	0	0
OSTF1	37	81	33	44
OSTM1	247	360	152	132
OSTN	0	0	0	0
OTC	0	0	0	0
OTOA	1	0	0	0
OTOL1	0	0	0	0
OTOP1	0	0	0	0
OTOP3	0	0	0	0
OTOR	0	0	0	0
OTOS	0	0	0	0
OTP	0	0	0	0
OTUB2	29	26	33	18
OTUD3	22	81	7	26
OTUD4	55	64	27	33
OTUD5	492	635	559	654
OTUD6B	139	229	96	80
OTUD7A	2	0	1	0
OTUD7B	89	113	66	83
OTX2	0	0	0	0
OVCH1	4	0	1	0
OVGP1	14	5	3	3
OVOL1	0	0	0	5
OVOL2	0	0	0	0
OVOL3	2	1	1	1
OXA1L	615	456	548	556
OXCT1	41	53	35	31
OXER1	0	0	0	0
OXGR1	0	0	0	0
OXNAD1	51	88	40	94
OXR1	674	484	431	251
OXSM	76	83	57	88
OXSR1	615	906	584	712
OXT	0	0	1	1
OXTR	161	451	181	418
P2RX1	0	0	0	0
P2RX2	0	0	0	0
P2RX4	94	59	74	58
P2RX6	32	7	32	3
P2RX7	12	3	9	4
P2RY1	5	4	1	2
P2RY11	0	0	0	0
P2RY12	1	0	0	0
P2RY14	0	0	0	0
P2RY2	2	0	1	1
P2RY6	0	1	1	1
P4HA1	1979	3257	2784	3095
P4HA2	1211	2931	1081	2490
P4HA3	169	268	199	450
P4HB	7839	11656	8513	14683
P4HTM	275	121	269	196
PAAF1	93	84	102	113
PABPC1L	205	151	110	85
PABPC4	1874	2129	1693	1916
PABPC5	33	14	32	24
PACRGL	92	79	52	64
PACS1	887	995	996	1146
PACS2	502	343	381	303
PACSIN1	0	1	0	0
PACSIN2	319	455	282	474
PACSIN3	199	47	214	79
PADI1	5	8	10	18
PADI2	173	115	5	7
PADI3	0	1	0	0
PADI4	0	0	0	0
PAEP	0	0	0	0
PAFAH1B1	1489	1985	1228	1139
PAFAH1B2	838	1153	749	997
PAFAH2	46	56	27	28
PAG1	62	75	13	17
PAGE1	0	0	0	0
PAGE3	0	0	0	0
PAGE4	0	0	0	0
PAH	0	0	0	0
PAICS	51	179	31	149
PAIP1	11	10	12	5
PAIP2	390	444	383	288
PAIP2B	1	0	0	2
PAK1	175	263	150	253
PAK1IP1	106	329	90	250
PAK2	14	38	9	25
PAK3	0	0	0	0
PAK4	46	30	39	48
PAK6	1	0	0	0
PAK7	0	0	0	0
PALB2	109	170	58	86
PALLD	2176	1614	1652	779
PALM	32	21	79	28
PALM3	0	0	1	0
PALMD	40	25	8	4
PAM	5923	4845	10361	8849
PAM16	23	53	33	121
PAMR1	2862	2186	1778	2197
PAN3	384	252	279	111
PANK1	32	38	24	36
PANK2	192	270	135	179
PANK3	9	11	2	5
PANK4	108	145	117	184
PANX1	242	392	159	184
PANX2	16	8	11	9
PANX3	0	0	0	0
PAOX	26	9	31	23
PAPD4	391	442	297	224
PAPD5	91	103	63	30
PAPD7	242	406	225	308
PAPLN	80	19	10	4
PAPOLA	1345	1927	1034	971
PAPOLG	107	134	94	89
PAPPA	5816	933	1019	386
PAPPA2	452	259	164	54
PAPSS1	650	580	542	592
PAPSS2	871	1173	1244	1557
PAQR3	628	717	697	315
PAQR4	23	136	40	151
PAQR5	26	37	19	10
PAQR6	21	3	18	2
PAQR7	322	332	233	321
PAQR8	56	27	58	26
PAQR9	0	4	0	8
PARD3	356	480	308	247
PARD3B	652	98	531	66
PARD6A	6	3	9	8
PARD6B	0	0	0	0
PARD6G	11	5	5	4
PARK2	27	14	16	1
PARL	103	168	106	204
PARM1	0	3	0	0
PARN	162	163	144	160
PARP1	218	299	243	313
PARP11	54	45	39	28
PARP12	89	53	55	53
PARP14	443	130	259	71
PARP15	1	2	0	0
PARP16	61	35	70	65
PARP2	103	146	90	104
PARP3	289	311	377	417
PARP6	365	235	316	229
PARP8	20	17	45	65
PARP9	118	37	101	41
PARS2	43	35	41	55
PARVA	2940	3269	3022	2936
PARVB	133	355	258	695
PARVG	0	0	0	0
PASD1	0	0	0	0
PASK	11	5	13	5
PATE1	0	0	0	0
PATL1	297	226	241	194
PATL2	0	1	2	1
PATZ1	82	53	89	76
PAWR	452	424	368	202
PAX1	0	0	0	0
PAX2	0	0	0	0
PAX3	0	0	5	0
PAX4	0	0	0	0
PAX5	0	3	0	0
PAX6	7	6	1	1
PAX7	0	0	0	0
PAX8	64	82	6	17
PAX9	1	0	0	0
PAXIP1	141	115	81	85
PBK	15	17	11	5
PBLD	86	73	94	48
PBRM1	806	975	527	465
PBX1	862	1127	1535	1397
PBX2	167	79	142	77
PBX3	402	524	252	305
PBXIP1	928	426	864	379
PC	145	122	120	167
PCBD1	171	143	215	172
PCBD2	23	15	14	24
PCBP2	1176	1056	1058	966
PCBP3	11	10	5	11
PCBP4	346	459	369	521
PCCA	65	39	56	39
PCCB	161	172	203	216
PCDH1	48	15	32	10
PCDH10	8	13	1	1
PCDH12	19	12	14	7
PCDH17	0	1	0	0
PCDH18	4599	4965	3568	5154
PCDH19	17	26	2	7
PCDH20	0	0	0	0
PCDH7	141	52	3	2
PCDH8	0	0	0	0
PCDH9	77	584	11	73
PCDHAC2	16	4	27	6
PCDHB1	0	0	0	0
PCDHB13	59	26	50	33
PCDHB15	40	15	16	14
PCDHB2	74	70	89	77
PCDHB3	15	9	6	5
PCF11	341	379	205	202
PCGF1	80	99	75	151
PCGF2	334	260	570	602
PCGF3	261	251	235	271
PCGF5	244	240	145	95
PCGF6	12	28	12	15
PCID2	410	420	572	590
PCIF1	136	109	187	117
PCK1	0	0	0	0
PCK2	852	373	1189	360
PCLO	0	1	0	0
PCM1	1068	843	659	321
PCMTD1	828	247	463	74
PCMTD2	625	200	370	144
PCNA	154	330	182	314
PCNP	320	272	271	176
PCNT	346	250	255	178
PCNX	1316	1511	831	668
PCOLCE	2820	1795	5180	4615
PCOLCE2	120	228	372	448
PCP2	1	0	0	0
PCSK1	25	43	19	64
PCSK2	0	1	39	19
PCSK4	8	0	14	3
PCSK5	77	31	11	4
PCSK6	0	2	5	5
PCSK7	180	435	138	399
PCSK9	57	14	52	19
PCTP	18	21	15	24
PCYOX1	2255	1431	1232	869
PCYOX1L	37	21	28	8
PCYT1B	0	0	0	0
PCYT2	213	177	193	214
PDAP1	136	238	144	303
PDC	0	0	0	0
PDCD10	243	360	218	97
PDCD11	401	1013	324	760
PDCD1LG2	104	856	128	469
PDCD2	51	71	56	92
PDCD2L	20	30	22	48
PDCD4	812	385	685	208
PDCD6	517	703	481	898
PDCD6IP	1454	1741	1170	1192
PDCD7	107	55	73	70
PDCL	347	360	317	267
PDCL2	0	0	0	0
PDE10A	2	7	0	3
PDE11A	36	23	26	20
PDE12	236	322	164	255
PDE1A	1221	294	256	128
PDE1B	1	0	0	0
PDE1C	1815	1003	3166	1138
PDE2A	0	0	1	1
PDE3A	94	31	130	15
PDE3B	1	0	1	1
PDE4A	58	43	65	39
PDE4B	352	362	208	260
PDE4D	27	83	26	54
PDE4DIP	1195	1279	503	460
PDE5A	600	110	322	80
PDE6A	1	0	0	0
PDE6C	5	1	2	0
PDE6D	113	112	131	148
PDE6H	0	0	0	0
PDE7A	114	97	74	66
PDE7B	97	138	96	151
PDE8A	261	440	215	307
PDE8B	10	19	21	14
PDE9A	2	1	0	0
PDGFB	5	9	4	3
PDGFC	862	1278	1054	844
PDGFD	1278	662	1611	849
PDGFRA	952	641	608	740
PDGFRL	44	10	72	75
PDHA2	6	11	2	5
PDHB	498	654	595	657
PDHX	175	274	142	164
PDIA3	143	296	162	305
PDIA5	176	397	264	426
PDIA6	1800	3677	1847	4312
PDIK1L	54	51	36	24
PDILT	0	0	0	0
PDK1	91	311	120	478
PDK2	205	99	173	101
PDK3	0	6	0	9
PDK4	6	0	5	1
PDLIM1	198	185	306	327
PDLIM2	923	631	1412	1103
PDLIM3	0	1	0	0
PDLIM4	223	749	254	878
PDLIM5	618	1452	580	835
PDLIM7	798	1074	763	987
PDP1	293	336	190	230
PDP2	129	100	67	53
PDPK1	72	80	39	46
PDPN	56	130	43	64
PDPR	97	73	66	46
PDRG1	82	124	120	184
PDS5A	1058	1319	796	559
PDS5B	235	286	165	124
PDSS1	3	10	0	13
PDSS2	64	99	49	110
PDX1	0	0	0	0
PDXDC1	309	524	287	480
PDXK	1051	1357	933	1590
PDYN	0	0	0	0
PDZD11	38	63	46	83
PDZD2	1	1	0	0
PDZD3	0	0	0	0
PDZD4	10	12	18	12
PDZD7	15	3	7	0
PDZD8	259	368	158	213
PDZD9	0	0	0	0
PDZK1	0	3	1	2
PDZK1IP1	2	0	0	0
PDZRN3	492	469	421	498
PDZRN4	0	0	1	0
PEA15	950	1304	1045	1758
PEAR1	445	210	4	2
PEBP4	4	4	2	4
PECR	23	11	19	15
PEF1	9	5	3	0
PELI1	15	15	10	4
PELI2	15	2	3	0
PELI3	127	50	176	110
PEMT	66	108	82	233
PENK	58	64	47	65
PEPD	281	302	236	372
PER1	85	30	120	42
PER2	58	27	103	24
PES1	337	722	320	855
PET112	111	124	72	139
PEX10	60	62	68	93
PEX11A	82	33	66	27
PEX11B	274	289	295	326
PEX11G	15	7	24	7
PEX12	64	80	48	51
PEX13	135	215	120	149
PEX16	81	78	95	116
PEX19	788	767	720	988
PEX2	64	72	73	74
PEX3	157	239	121	187
PEX5L	5	2	2	0
PEX6	257	217	124	58
PEX7	60	63	39	35
PF4	0	0	0	0
PFAS	60	144	69	147
PFDN1	62	102	64	80
PFDN2	174	489	235	682
PFDN4	36	30	41	23
PFDN5	1367	1623	1438	2522
PFDN6	95	284	118	331
PFKFB1	0	0	0	0
PFKFB2	74	60	23	22
PFKFB3	56	142	74	355
PFKFB4	13	25	20	100
PFKL	652	940	709	1496
PFKM	499	465	312	484
PFKP	228	1072	391	1745
PFN1	825	2138	1483	3775
PFN2	1854	1759	1778	1494
PFN4	4	2	4	3
PGAM5	0	2	0	0
PGAP2	171	106	103	101
PGAP3	191	157	158	167
PGBD1	77	87	79	59
PGBD5	0	6	1	6
PGCP.1	901	654	889	830
PGD	25	21	27	22
PGF	153	273	225	698
PGGT1B	10	7	5	7
PGK1	457	1276	569	2792
PGK2	13	29	18	63
PGLS	149	123	206	217
PGLYRP2	0	0	0	0
PGLYRP3	0	0	0	0
