geneName	h1_P	h2_P	h1_T12	h2_T12
ETS1	592	527	701	417
ETS2	412	321	333	255
ETV3	25	16	31	21
ETV3L	3	0	1	5
ETV4	30	26	11	10
ETV5	513	610	323	306
ETV6	103	115	82	68
ETV7	0	0	1	1
EVC	426	376	462	410
EVC2	108	89	109	81
EVI2A	53	35	24	3
EVI2B	0	0	0	0
EVI5	299	249	436	132
EVI5L	224	184	256	247
EVL	191	176	228	358
EVPL	0	0	0	0
EVX1	0	0	0	0
EVX2	2	0	0	1
EWSR1	675	724	1204	820
EXD1	0	0	0	1
EXD2	134	207	206	180
EXO1	38	60	29	10
EXOC1	524	472	573	324
EXOC2	142	125	175	122
EXOC3	269	298	316	345
EXOC3L1	2	0	6	7
EXOC3L2	0	1	0	1
EXOC3L4	0	0	0	1
EXOC5	681	632	888	265
EXOC6	14	10	19	9
EXOC6B	183	171	187	136
EXOC7	445	436	657	707
EXOC8	238	187	223	131
EXOG	115	122	137	114
EXOSC1	118	127	123	207
EXOSC10	458	629	581	442
EXOSC2	87	108	136	145
EXOSC3	89	132	189	138
EXOSC4	83	113	153	275
EXOSC5	44	33	51	74
EXOSC7	146	100	194	296
EXOSC8	133	171	145	83
EXPH5	0	0	0	0
EXT1	2696	1801	3628	3212
EXT2	1591	1836	2003	2208
EXTL1	254	105	266	69
EXTL2	435	405	484	291
EXTL3	839	790	933	811
EYA1	4	0	0	1
EYA2	170	91	59	39
EYA3	198	190	345	217
EYA4	2	1	0	0
EZH1	472	410	453	308
EZH2	97	156	83	51
EZR	589	785	512	394
F10	167	177	227	249
F11	0	0	0	0
F11R	7	23	9	10
F12	2	7	2	3
F13A1	0	0	0	0
F13B	0	0	0	0
F2	0	0	1	0
F2RL2	11	57	6	15
F3	758	515	3148	1715
F7	0	2	0	5
F8	25	24	21	15
F9	0	0	0	0
FA2H	0	0	0	0
FAAH	4	7	4	5
FAAH2	0	1	0	0
FABP12	0	0	0	0
FABP2	0	0	0	0
FABP4	1	0	0	0
FABP5	27	26	55	17
FABP6	0	0	0	0
FABP7	0	0	0	0
FABP9	0	0	0	0
FADS1	199	174	195	100
FADS2	105	65	108	70
FADS3	349	535	534	373
FAF1	281	278	298	303
FAF2	216	198	278	220
FAH	101	137	142	190
FAIM	61	94	47	34
FAIM2	4	2	1	7
FAIM3	6	20	0	9
FAM100B	119	132	84	103
FAM101A	49	22	106	48
FAM102A	604	453	279	245
FAM102B	111	197	68	43
FAM103A1	69	89	96	113
FAM104A	359	385	412	403
FAM104B	37	42	43	40
FAM105A	2	7	2	0
FAM105B	89	76	88	86
FAM107A	1	0	1	0
FAM107B	251	356	138	336
FAM108B1	91	90	113	88
FAM108C1	132	163	150	148
FAM109A	21	26	31	26
FAM109B	475	558	534	757
FAM110B	166	110	118	87
FAM110C	0	0	0	0
FAM113A	114	124	120	138
FAM113B	38	37	35	34
FAM114A1	1789	1627	1724	1430
FAM114A2	204	196	344	251
FAM115A	147	126	155	75
FAM116A	164	137	154	98
FAM117A	2	1	0	0
FAM117B	38	40	31	10
FAM118A	78	62	105	49
FAM118B	201	264	221	297
FAM120A	1000	982	1544	1179
FAM120AOS	172	206	333	383
FAM120B	103	80	95	83
FAM120C	50	42	59	28
FAM122B	101	122	106	66
FAM122C	17	30	20	7
FAM123A	0	0	0	0
FAM123B	102	90	114	146
FAM123C	0	0	0	0
FAM124A	3	1	1	3
FAM124B	1	0	0	0
FAM125B	9	29	15	17
FAM126A	1093	1245	1557	1000
FAM126B	113	96	183	47
FAM129A	486	975	178	125
FAM129B	4956	5388	6534	5926
FAM131A	48	74	56	99
FAM131B	41	69	14	52
FAM132B	17	15	9	8
FAM134A	952	835	761	821
FAM134B	7	5	2	12
FAM134C	177	127	158	117
FAM135A	72	56	63	30
FAM135B	0	0	0	0
FAM13A	75	64	118	65
FAM13B	536	505	638	366
FAM13C	12	7	7	4
FAM149B1	130	160	150	168
FAM150A	0	0	0	0
FAM150B	1	2	0	0
FAM151A	18	26	24	33
FAM151B	23	22	28	13
FAM154A	1	0	0	0
FAM154B	0	0	0	0
FAM155A	44	24	60	7
FAM158A	38	45	44	96
FAM159A	0	0	1	0
FAM159B	2	1	0	1
FAM160A2	225	232	208	170
FAM160B1	681	605	644	308
FAM160B2	446	551	473	585
FAM161A	18	16	14	1
FAM161B	42	58	52	42
FAM162B	0	0	0	0
FAM163A	0	0	0	0
FAM164A	98	132	74	30
FAM164C	7	5	8	1
FAM166A	186	241	432	468
FAM166B	0	1	0	0
FAM168A	1274	1331	1172	1335
FAM168B	2087	1812	2603	2024
FAM170A	0	0	0	0
FAM171A1	512	692	600	611
FAM171B	419	307	264	35
FAM172A	145	121	143	60
FAM173A	9	8	21	15
FAM173B	44	64	50	57
FAM174A	123	174	163	123
FAM174B	17	9	32	14
FAM175B	238	252	319	250
FAM176A	415	625	735	1169
FAM176B	193	283	260	349
FAM177A1	633	729	901	511
FAM177B	0	0	0	0
FAM178A	407	429	452	171
FAM178B	0	0	0	0
FAM179A	2	3	0	0
FAM179B	271	235	304	154
FAM180A	787	1962	1207	1113
FAM180B	0	0	0	0
FAM181A	0	0	0	0
FAM184A	5	2	2	0
FAM184B	3	4	23	7
FAM185A	2	0	2	0
FAM186A	0	0	0	0
FAM186B	7	6	12	2
FAM187A	0	0	0	0
FAM187B	0	0	0	0
FAM188A	305	382	408	279
FAM188B	16	26	20	36
FAM189A1	0	0	0	1
FAM189A2	0	0	1	0
FAM189B	96	149	127	131
FAM18A	11	13	13	17
FAM190A	0	0	0	0
FAM190B	1003	1005	792	374
FAM193A	251	272	258	230
FAM193B	226	289	279	283
FAM194A	0	0	0	0
FAM195B	507	548	724	1097
FAM196A	17	17	37	21
FAM198A	2	0	0	0
FAM198B	328	32	336	35
FAM199X	170	143	225	97
FAM19A1	0	0	0	0
FAM19A2	21	2	25	3
FAM19A3	2	2	23	25
FAM19A4	0	0	0	0
FAM200A	76	73	107	69
FAM204A	195	204	221	162
FAM205B	1	1	0	0
FAM206A	9	6	21	12
FAM208A	520	429	503	185
FAM208B	939	771	1529	712
FAM20A	64	54	43	62
FAM20B	152	133	196	125
FAM210B	3	1	6	5
FAM211B	13	29	12	23
FAM212A	20	16	18	42
FAM212B	68	20	43	12
FAM213A	4	0	0	0
FAM213B	18	20	10	23
FAM214A	368	301	323	121
FAM214B	655	790	602	507
FAM26D	1	0	0	0
FAM26E	94	87	68	52
FAM26F	4	1	8	2
FAM36A	17	17	18	20
FAM3A	130	115	158	179
FAM3B	0	0	0	0
FAM3C	74	61	66	24
FAM3D	1	0	0	1
FAM40A	433	458	500	515
FAM40B	12	13	4	2
FAM43A	495	575	134	238
FAM43B	2	2	5	7
FAM45A	19	22	22	13
FAM46A	1289	986	1436	1091
FAM46B	26	18	8	6
FAM46D	0	0	0	0
FAM47E	1	1	1	2
FAM48A	300	373	481	276
FAM49A	4	0	2	2
FAM49B	107	165	145	113
FAM50A	435	466	562	560
FAM53A	1	0	0	0
FAM53B	103	108	124	120
FAM53C	521	515	446	520
FAM54A	12	33	4	7
FAM54B	467	502	563	738
FAM55A	1	0	0	1
FAM55B	1	2	1	0
FAM55C	282	168	332	152
FAM55D	0	1	0	0
FAM57A	27	45	85	153
FAM57B	0	1	0	0
FAM59A	26	23	14	14
FAM59B	54	5	78	2
FAM5B	0	1	1	0
FAM5C	0	0	1	0
FAM63A	32	65	51	43
FAM63B	357	255	391	154
FAM64A	2	24	3	4
FAM65A	389	605	445	490
FAM65B	159	428	24	386
FAM65C	41	27	8	8
FAM69A	406	353	446	262
FAM69B	6	3	8	4
FAM69C	0	0	0	0
FAM71A	0	0	0	0
FAM71B	0	0	0	0
FAM71C	0	0	0	0
FAM71D	0	1	0	0
FAM71E1	0	1	0	2
FAM71F1	0	0	0	0
FAM71F2	7	3	1	2
FAM73A	111	124	167	74
FAM73B	97	82	103	96
FAM76A	79	87	52	39
FAM76B	162	172	104	50
FAM78A	21	23	11	12
FAM78B	1	1	2	2
FAM81A	6	8	4	1
FAM81B	0	0	0	0
FAM82A1	67	65	64	32
FAM82A2	225	238	429	373
FAM82B	461	494	526	415
FAM83A	0	0	0	0
FAM83B	0	0	0	0
FAM83C	0	0	0	0
FAM83D	5	13	3	1
FAM83E	0	0	0	0
FAM83F	0	0	0	0
FAM83H	21	21	18	25
FAM84A	31	17	29	4
FAM89A	26	67	22	50
FAM89B	49	93	52	72
FAM8A1	452	484	628	347
FAM91A1	62	47	68	38
FAM92B	0	0	0	0
FAM96A	54	44	46	59
FAM96B	154	193	236	500
FAM98A	860	829	2007	1337
FAM98B	86	104	121	59
FAM9B	1	0	0	0
FAM9C	0	0	0	0
FANCB	25	25	20	5
FANCC	23	30	25	11
FANCE	103	104	55	83
FANCF	70	74	53	39
FANCG	119	156	98	103
FANCI	207	368	153	120
FANCL	120	167	113	67
FANCM	84	62	80	19
FANK1	55	56	26	43
FAP	1792	960	1317	806
FAR1	318	285	423	105
FAR2	88	86	112	29
FARP1	649	774	933	1277
FARP2	192	172	159	142
FARS2	98	105	116	174
FARSA	284	316	624	942
FARSB	352	316	573	638
FAS	669	549	745	425
FASLG	0	1	0	0
FASN	900	942	1083	1064
FASTK	478	523	741	775
FASTKD1	88	117	126	72
FASTKD2	210	204	359	169
FASTKD3	71	88	88	74
FASTKD5	177	185	230	163
FAT1	5985	7615	3549	3019
FAT2	11	7	12	2
FAT3	45	42	32	16
FATE1	0	0	0	0
FBF1	64	47	52	45
FBL	307	345	460	692
FBLIM1	48	52	59	54
FBLN1	2886	963	1882	1884
FBLN2	5868	5192	5132	5009
FBLN5	3659	3470	2959	3146
FBLN7	198	239	162	276
FBN1	23479	18626	20997	11465
FBN2	961	1351	866	840
FBN3	0	0	0	0
FBP1	0	0	0	1
FBP2	0	0	0	0
FBRS	453	526	528	535
FBRSL1	65	94	93	121
FBXL12	162	194	198	271
FBXL13	3	2	1	2
FBXL14	5	5	4	8
FBXL15	37	35	38	55
FBXL16	3	6	0	2
FBXL17	235	192	209	94
FBXL18	68	50	49	66
FBXL19	62	75	42	61
FBXL20	33	27	26	25
FBXL3	869	753	782	316
FBXL4	164	213	206	136
FBXL5	488	445	472	342
FBXL6	147	180	283	225
FBXL7	306	337	141	162
FBXL8	22	34	22	28
FBXO10	126	124	131	120
FBXO11	604	652	641	401
FBXO15	0	2	0	1
FBXO2	4	3	0	10
FBXO21	329	419	398	382
FBXO22	221	175	306	230
FBXO25	60	88	55	69
FBXO27	12	13	24	22
FBXO28	537	484	659	412
FBXO3	324	374	298	242
FBXO30	481	398	462	292
FBXO31	54	59	86	94
FBXO32	1128	829	956	704
FBXO33	330	349	342	224
FBXO34	261	247	257	213
FBXO36	1	3	3	5
FBXO38	441	425	389	313
FBXO39	0	1	1	0
FBXO4	74	79	72	119
FBXO40	0	0	0	0
FBXO41	27	20	54	20
FBXO42	219	254	232	268
FBXO43	7	11	0	1
FBXO44	51	87	94	137
FBXO45	157	168	238	130
FBXO46	15	24	27	22
FBXO47	0	0	0	0
FBXO48	3	7	7	1
FBXO5	72	148	73	46
FBXO6	7	14	15	21
FBXO7	671	885	726	807
FBXO8	253	305	226	236
FBXO9	451	501	628	545
FBXW10	0	1	0	0
FBXW11	455	400	533	467
FBXW12	0	1	0	0
FBXW2	366	384	444	415
FBXW5	392	463	554	596
FBXW7	224	208	250	157
FBXW8	119	94	143	160
FBXW9	42	52	65	79
FCAMR	0	0	0	0
FCAR	0	0	0	0
FCER1A	0	0	0	0
FCER1G	2	8	3	1
FCF1	76	59	82	52
FCGBP	0	1	3	0
FCGRT	417	462	462	892
FCHO1	2	1	1	1
FCHO2	481	440	486	193
FCHSD1	174	310	187	154
FCHSD2	390	418	382	418
FCN1	0	0	0	0
FCN2	0	0	0	0
FCN3	1	3	0	3
FCRL1	0	0	0	0
FCRL2	0	0	0	0
FCRL4	0	0	0	0
FCRL6	0	0	0	0
FCRLA	226	110	154	109
FCRLB	64	80	75	75
FDCSP	0	0	0	0
FDPS	302	355	389	448
FDX1L	29	30	46	61
FDXACB1	19	36	19	24
FDXR	73	53	56	81
FECH	86	126	127	129
FEM1B	42	33	61	44
FEM1C	91	74	83	47
FEN1	7	24	17	16
FER	149	98	165	47
FER1L6	10	4	2	3
FERD3L	0	1	0	0
FERMT2	3025	4033	3513	3092
FERMT3	11	31	27	47
FETUB	0	0	0	0
FEZ1	177	280	202	304
FEZ2	907	1777	1271	1060
FEZF1	0	0	0	0
FEZF2	0	1	0	0
FFAR1	0	0	0	0
FFAR2	0	0	0	0
FGA	0	0	0	0
FGB	0	0	0	0
FGD1	167	179	214	230
FGD2	0	0	0	0
FGD3	0	0	0	0
FGD4	124	175	28	35
FGD5	0	1	0	1
FGD6	22	13	16	1
FGF1	357	228	618	548
FGF10	18	11	2	5
FGF11	17	23	12	52
FGF12	2	0	1	0
FGF14	48	15	41	12
FGF16	0	0	0	0
FGF17	0	0	0	0
FGF18	2	1	3	5
FGF19	0	0	0	0
FGF2	7439	5808	12855	3768
FGF20	0	0	0	0
FGF21	0	0	0	0
FGF22	0	0	0	1
FGF23	0	0	0	0
FGF3	0	0	0	0
FGF4	0	0	0	0
FGF5	498	1052	1103	909
FGF6	0	0	0	0
FGF7	2789	3471	1545	555
FGF8	0	1	0	0
FGF9	10	14	15	15
FGFBP1	0	0	0	0
FGFBP2	1	5	0	1
FGFBP3	0	0	0	1
FGFR1	1950	1571	4038	3619
FGFR1OP	154	168	146	91
FGFR1OP2	156	149	202	70
FGFR2	41	5	30	1
FGFR3	36	150	11	17
FGFR4	0	4	3	4
FGG	0	0	0	0
FGGY	22	22	26	25
FGL1	0	0	0	0
FGL2	2	1	2	1
FGR	0	1	0	0
FH	163	211	265	309
FHAD1	1	1	0	2
FHDC1	4	5	3	0
FHIT	4	0	0	3
FHL2	1862	1788	2802	4019
FHL3	105	151	103	358
FHL5	0	0	0	0
FHOD1	405	408	229	187
FHOD3	446	813	1012	605
FIBCD1	6	15	9	25
FIBIN	156	72	60	74
FIBP	344	600	373	811
FICD	199	279	466	407
FIG4	77	95	112	73
FIGF	0	0	0	0
FIGLA	0	0	0	0
FIGN	8	8	4	5
FIGNL1	94	123	134	78
FILIP1	3	2	3	0
FILIP1L	1103	638	2262	775
FIP1L1	617	818	567	517
FIS1	548	632	637	1206
FITM1	0	0	0	1
FITM2	5	5	10	7
FKBP10	6432	7538	6236	6849
FKBP11	377	512	426	656
FKBP14	635	365	931	580
FKBP15	320	311	385	348
FKBP1A	288	232	311	286
FKBP1B	13	25	11	21
FKBP2	133	207	118	198
FKBP3	217	283	310	142
FKBP4	98	98	223	294
FKBP5	24	16	15	10
FKBP6	0	0	0	0
FKBP7	232	351	243	230
FKBP8	990	1370	1195	1959
FKBPL	34	50	33	42
FKRP	186	263	232	233
FKTN	441	346	572	261
FLAD1	152	194	209	314
FLCN	149	125	153	66
FLG2	2	0	0	0
FLI1	78	122	79	81
FLII	1355	1949	1615	1924
FLNB	2091	1433	2903	1582
FLNC	11825	8410	18094	10330
FLOT1	733	1250	697	1108
FLOT2	98	137	148	166
FLRT1	5	16	7	4
FLRT2	1643	2305	2122	992
FLRT3	25	12	47	9
FLT1	146	325	53	123
FLT3	0	0	0	0
FLT3LG	14	12	3	20
FLT4	0	0	0	0
FLVCR1	17	25	18	16
FLVCR2.1	10	13	8	8
FLYWCH1	24	31	10	18
FMN1	35	43	49	24
FMNL1	24	52	21	50
FMNL3	406	333	353	274
FMO1	0	0	0	0
FMO2	0	0	0	0
FMO3	0	0	0	0
FMO4	9	14	8	9
FMO5	24	13	18	3
FMO6P	0	0	0	0
FMOD	1746	2034	929	1087
FMR1	381	312	285	147
FN1	438819	423133	347220	237213
FN3K	2	3	0	1
FN3KRP	67	78	79	78
FNBP1	123	199	62	73
FNBP1L	282	327	224	183
FNBP4	417	448	502	272
FNDC1	254	105	294	86
FNDC3A	1052	1097	1945	1246
FNDC3B	2062	1685	2595	1468
FNDC4	128	80	81	119
FNDC5	16	5	15	17
FNDC7	0	0	0	0
FNDC8	3	4	6	6
FNDC9	0	0	0	0
FNTB	237	275	242	343
FOLR1	4	2	7	13
FOLR2	0	0	0	0
FOLR3	25	8	33	5
FOS	216	132	170	86
FOSL1	521	1082	1020	1650
FOSL2	432	294	364	384
FOXA1	0	1	0	1
FOXA3	0	0	0	1
FOXB1	0	0	0	0
FOXB2	0	0	0	0
FOXD3	0	0	0	0
FOXF1	9	17	8	4
FOXF2	122	139	80	137
FOXG1	0	0	0	0
FOXH1	0	0	0	0
FOXI1	0	0	0	0
FOXJ1	0	0	0	0
FOXJ2	377	373	279	236
FOXJ3	148	176	228	162
FOXK1	41	43	47	28
FOXK2	145	161	225	213
FOXN1	0	0	0	0
FOXN2	215	234	310	95
FOXN3	656	486	444	516
FOXN4	0	0	0	0
FOXO3	0	0	1	0
FOXO4	47	50	26	25
FOXP1	420	284	436	361
FOXP2	45	14	25	11
FOXP3	0	2	0	1
FOXP4	121	219	87	111
FOXR1	0	0	0	0
FOXR2	0	0	0	0
FOXRED1	83	74	117	127
FOXRED2	16	19	28	13
FOXS1	0	0	0	0
FPGS	157	229	228	298
FPR1	24	4	12	2
FPR2	0	0	3	1
FRA10AC1	99	92	106	31
FRAS1	533	1258	103	216
FRAT1	4	5	0	3
FREM1	2	32	4	25
FREM2	0	0	0	0
FREM3	3	4	2	1
FRK	8	8	5	0
FRMD1	0	0	0	0
FRMD3	66	23	65	10
FRMD4A	311	157	512	172
FRMD4B	0	4	2	0
FRMD5	59	81	60	58
FRMD6	10613	6606	13219	8542
FRMD7	1	0	0	0
FRMPD1	0	2	3	2
FRMPD3	39	35	37	60
FRMPD4	205	18	432	8
FRRS1	12	11	14	15
FRS2	50	31	62	22
FRS3	26	43	35	36
FRZB	1	1	2	4
FSCN1	8	7	9	7
FSCN2	1	1	1	4
FSCN3	1	0	2	1
FSD1	0	5	0	4
FSD1L	28	15	20	4
FSD2	0	1	0	1
FSHB	0	0	0	0
FSHR	0	0	0	0
FSIP1	19	18	9	5
FSIP2	1	0	1	0
FST	1866	3133	1517	2173
FSTL1	40541	35924	50343	33524
FSTL3	97	105	110	159
FSTL4	0	0	0	0
FSTL5	0	0	0	0
FTCD	0	0	2	1
FTHL17	0	0	0	0
FTMT	0	0	0	0
FTO	785	631	742	586
FTSJ2	37	40	43	50
FTSJ3	366	270	663	431
FTSJD2	396	421	533	488
FUBP1	468	538	1051	565
FUBP3	633	637	987	629
FUCA1	31	127	59	173
FUCA2	689	882	865	835
FUK	24	41	37	35
FUS	1130	1277	1949	2019
FUT1	1	2	0	0
FUT10	54	67	63	54
FUT11	262	261	334	331
FUT5	0	0	0	0
FUT8	852	696	487	350
FUT9	0	1	0	0
FXC1	232	183	244	327
FXR1	317	360	372	149
FXR2	398	494	535	662
FXYD2	0	0	0	0
FXYD3	0	0	1	0
FXYD5	308	731	307	645
FXYD6	1	1	0	0
FYCO1	154	176	327	194
FYN	826	1040	593	898
FZD3	7	0	5	9
FZD4	354	241	304	286
FZD5	0	3	0	0
FZD6	945	886	647	275
FZD7	1128	958	586	527
FZR1	70	103	74	78
G2E3	33	31	34	13
G3BP1	139	137	265	180
G3BP2	1274	975	1647	1019
G6PC	0	0	0	0
G6PC2	0	0	0	0
G6PC3	413	405	491	726
G6PD	317	368	446	383
GAA	395	437	522	688
GAB1	59	63	41	16
GAB2	68	67	58	28
GAB3	2	2	2	0
GAB4	0	0	0	0
GABARAP	1421	1517	1320	2139
GABARAPL2	350	336	455	482
GABBR2	799	601	1970	1644
GABPA	34	30	33	19
GABPB1	170	227	244	239
GABPB2	66	82	92	57
GABRA1	0	0	0	0
GABRA2	0	0	0	0
GABRA3	0	0	2	0
GABRA4	0	0	0	0
GABRA5	3	1	2	0
GABRA6	0	0	0	0
GABRB1	1	0	0	0
GABRB2	0	0	0	0
GABRB3	0	65	0	50
GABRD	0	0	0	0
GABRE	430	293	331	79
GABRG1	0	1	0	0
GABRP	0	0	0	0
GABRQ	1	0	0	0
GABRR1	0	0	0	0
GABRR2	0	3	0	0
GAD1	37	85	66	14
GAD2	0	0	0	0
GADD45A	445	448	618	367
GADD45B	594	637	734	915
GADD45G	2	1	5	0
GADL1	2	1	1	1
GAK	454	472	595	628
GAL	16	63	3	192
GAL3ST1	0	0	0	2
GAL3ST2	0	0	0	0
GAL3ST3	0	0	0	0
GAL3ST4	10	21	6	17
GALC	156	149	166	106
GALE	71	88	213	238
GALK1	54	82	63	145
GALK2	174	146	214	183
GALM	92	221	34	85
GALNS	114	153	145	129
GALNT1	933	1045	1106	457
GALNT10	3132	2162	3102	2308
GALNT11	304	362	368	333
GALNT12	13	8	14	8
GALNT13	2	1	1	0
GALNT2	1281	1558	1168	1245
GALNT3	6	9	4	7
GALNT5	2834	3910	1898	1367
GALNT6	85	35	179	91
GALNT7	185	331	166	151
GALNTL1	28	11	137	87
GALNTL2	199	146	108	100
GALNTL4	19	22	52	62
GALNTL5	0	0	0	0
GALNTL6	3	5	1	5
GALP	0	0	0	0
GALR1	0	0	0	0
GALR2	0	0	1	0
GALR3	2	0	0	0
GALT	111	170	87	110
GAMT	26	47	41	94
GAN	17	20	16	8
GANAB	4382	5296	4593	4505
GANC	140	152	134	100
GAP43	40	82	8	41
GAPDHS	10	19	14	10
GAPT	0	0	0	0
GAR1	46	24	65	46
GARNL3	5	4	0	8
GARS	2692	3446	2440	2327
GART	533	574	850	711
GAS2	3	4	2	1
GAS2L1	237	322	178	215
GAS2L2	0	0	1	0
GAS2L3	11	28	7	5
GAS7	434	193	263	460
GAS8	66	100	92	73
GAST	0	0	0	0
GATA2	168	303	227	334
GATA3	3	9	2	2
GATA5	0	0	0	0
GATA6	113	55	69	29
GATAD2B	78	62	55	53
GATM	1	1	0	0
GATS	36	39	31	33
GBA2	333	514	449	441
GBAS	116	155	112	102
GBE1	1209	1385	1777	1889
GBF1	1010	895	1429	1136
GBGT1	6	27	4	31
GBP1	71	22	38	26
GBP3	49	53	30	15
GBP7	0	1	0	0
GBX1	0	0	0	0
GBX2	0	0	0	0
GC	0	0	0	0
GCA	1	0	2	0
GCAT	53	31	62	95
GCC1	388	365	277	293
GCC2	464	335	476	119
GCDH	67	63	99	133
GCET2	11	5	10	3
GCFC1	222	208	283	77
GCFC2	114	79	210	69
GCG	0	0	0	0
GCGR	0	0	0	0
GCH1	44	26	20	13
GCHFR	0	0	1	2
GCK	0	8	1	5
GCKR	7	2	4	1
GCLC	170	205	218	90
GCLM	488	466	638	336
GCM1	2	0	0	0
GCM2	0	0	0	0
GCN1L1	1123	926	1858	1355
GCNT1	6	1	3	2
GCNT3	0	0	0	0
GCNT7	0	0	1	0
GCOM1	20	13	12	14
GDA	0	0	0	0
GDAP1	55	64	85	60
GDAP1L1	2	2	1	0
GDAP2	65	75	70	50
GDE1	594	577	655	732
GDF11	199	284	167	225
GDF15	130	158	48	80
GDF3	0	0	0	0
GDF5	93	7	107	71
GDF5OS	25	1	36	20
GDF6	37	13	98	115
GDF7	0	0	0	0
GDI1	981	1609	1483	1996
GDI2	1681	1943	2655	2661
GDNF	134	288	150	330
GDPD1	3	2	2	1
GDPD2	1	5	1	1
GDPD3	4	24	3	5
GDPD4	0	0	0	0
GEM	120	70	298	337
GEMIN4	81	72	134	115
GEMIN5	237	198	376	285
GEMIN6	61	71	98	117
GEMIN8	78	92	73	83
GEN1	166	200	138	51
GET4	8	15	9	10
GFAP	1	6	0	0
GFER	33	27	42	74
GFI1	4	3	0	2
GFI1B	0	0	0	0
GFM1	454	352	775	455
GFM2	261	287	440	395
GFOD1	86	54	90	35
GFOD2	80	92	113	131
GFPT1	1745	1584	2073	1237
GFPT2	191	225	185	342
GFRA1	228	70	328	159
GFRA2	3	2	27	18
GFRA3	0	0	0	0
GFRA4	0	0	0	0
GFRAL	0	0	0	0
GGA2	75	72	82	75
GGA3	127	126	143	164
GGCT	87	94	176	84
GGCX	379	434	421	441
GGH	54	70	50	24
GGN	0	2	3	3
GGNBP2	657	604	610	417
GGPS1	235	266	296	165
GGT6	0	0	0	0
GGT7	115	154	133	174
GHDC	106	96	84	101
GHITM	1424	1520	1504	1606
GHR	50	50	86	57
GHRH	1	0	0	0
GHRHR	0	0	0	0
GHRL	1	0	2	0
GHSR	0	0	0	0
GIF	0	0	0	0
GIGYF1	275	272	188	112
GIGYF2	575	582	809	600
GIMAP2	5	1	5	1
GIMAP4	0	0	0	0
GIMAP5	23	26	34	14
GIMAP6	0	0	0	0
GIMAP7	0	0	0	0
GIMAP8	1	0	0	0
GIN1	56	35	57	10
GINS1	4	3	1	3
GINS3	46	78	59	51
GINS4	37	43	13	13
GIP	2	1	0	0
GIPC1	229	365	321	360
GIPC2	4	2	13	1
GIPC3	0	0	0	0
GIT1	301	390	302	286
GIT2	284	358	453	322
GJA10	0	0	0	0
GJA3	21	25	17	13
GJA5	9	1	4	0
GJA8	0	0	0	0
GJA9	20	16	17	17
GJB2	0	5	0	1
GJB5	2	2	2	1
GJB6	0	0	0	0
GJC1	5	1	7	5
GJC2	19	11	11	11
GJC3	1	0	1	0
GJD2	5	6	2	0
GJD3	21	13	16	9
GJD4	0	0	0	0
GK5	54	50	114	40
GKAP1	1	3	1	0
GKN2	0	0	0	0
GLA	176	223	142	158
GLB1	254	238	230	249
GLB1L	50	38	38	50
GLB1L2	0	1	0	0
GLB1L3	0	0	0	0
GLCE	311	326	324	138
GLDC	2	2	1	0
GLDN	7	4	2	15
GLE1	285	313	264	265
GLG1	1349	1609	1342	1266
GLI1	12	12	4	1
GLI2	115	138	76	55
GLI3	156	250	46	75
GLIPR1	882	933	2339	2058
GLIPR1L1	1	1	0	0
GLIPR1L2	3	7	2	4
GLIPR2	312	341	472	821
GLIS1	41	37	15	15
GLIS2	35	37	43	52
GLMN	39	66	43	34
GLO1	898	1261	1240	1175
GLOD4	228	284	311	341
GLP1R	0	0	0	0
GLP2R	0	0	0	0
GLRA1	0	1	1	0
GLRA2	2	1	0	0
GLRA3	0	0	0	0
GLRA4	1	0	1	0
GLRB	79	82	87	55
GLRX	247	249	228	291
GLRX2	44	75	115	103
GLRX3	88	105	162	179
GLRX5	165	253	244	320
GLS	4143	4203	3670	1512
GLS2	12	13	15	9
GLT1D1	0	0	0	0
GLT25D1	1435	1614	1569	1608
GLT25D2	19	30	47	21
GLT6D1	0	0	0	0
GLT8D1	765	827	971	766
GLT8D2	152	186	209	284
GLTPD1	17	29	26	28
GLTPD2	0	1	2	3
GLTSCR1	38	57	46	44
GLTSCR2	12	3	6	7
GLUL	1086	1544	600	1013
GLYATL3	0	0	0	0
GLYCTK	24	23	28	26
GLYR1	125	127	195	180
GM2A	24	28	26	27
GMCL1	29	33	42	24
GMDS	99	68	65	77
GMEB1	55	59	61	52
GMEB2	38	42	48	36
GMFB	103	75	114	21
GMFG	7	13	2	7
GMIP	70	96	98	92
GML	0	0	0	0
GMNC	2	0	0	0
GMNN	73	94	77	63
GMPPA	426	490	476	613
GMPPB	32	23	67	68
GMPR	14	15	10	12
GMPR2	344	431	350	388
GMPS	398	382	667	453
GNA11	120	110	174	159
GNA12	1154	953	1626	1338
GNA13	68	43	59	34
GNA14	3	0	1	0
GNAI1	275	329	200	82
GNAI2	3277	4971	3442	4810
GNAI3	1341	1405	1790	991
GNAL	4	2	0	2
GNAO1	2	6	0	0
GNAQ	823	777	839	419
GNAS	6354	8717	5419	7465
GNAT1	0	1	0	0
GNAT2	6	7	6	2
GNAZ	3	17	5	15
GNB2	283	378	325	509
GNB2L1	5170	5977	6406	9281
GNB3	24	29	23	11
GNB4	811	824	900	478
GNB5	173	216	135	132
GNE	248	263	262	254
GNG12	5059	4261	6379	3873
GNG13	0	0	0	0
GNG2	942	907	572	256
GNG4	6	6	5	1
GNG5	210	288	256	227
